Enter Text,Speaker Style,Speed,Upload Voice Sample,OpenVoice Version,Generated Speech,flag,username,timestamp
hii my name is ryan ,friendly,0.9,/home/anubhav/development/Hackathon/Clone/OpenVoice/flagged/Upload Voice Sample/1412f46113958b04a4ab9f0af9983f3d8c7c045b/tmp65q_bxo4.mp3,v1,,,,2025-03-22 23:58:30.361399
